generation,best_fitness,avg_fitness,std_fitness,best_G,best_tct,best_Makespan,best_profit,best_imbalance,ideal_G,ideal_tct,ideal_Makespan,ideal_profit,ideal_imbalance,weight_G,weight_travel,weight_Makespan,weight_profit,weight_imbalance,hypervolume,pareto_front_size,genotypic_diversity,phenotypic_diversity,priority_diversity,elapsed_time_seconds
0,0.04829721362229103,0.15220533427296318,0.04570565660003703,-18952.884587903623,451.9974910413831,20791.884587903623,-3449.0,0.9428090415820634,-2643.79941122084,98.34284512695592,4818.79941122084,-3605.0,0.4714045207910317,1.0,1.0,1.0,1.0,1.0,0.9775140613357564,34,0.4007237594103445,0.14504820970654636,0.16620952127219513,0.0
1,0.04238143289606458,0.10951111829950057,0.053160134897125684,-6729.17066507016,177.6634133014032,8883.17066507016,-3185.0,2.160246899469287,-1482.9519614792507,74.21174386126066,3450.792938690502,-3605.0,0.0,0.3,0.2497,0.2497,0.1003,0.1003,1.4079090535372734,12,0.4350513060952445,0.14504820970654636,0.16620952127219513,0.7133259773254395
2,0.03339301700984781,0.09792779218941497,0.05077163270526906,-6710.888335602247,179.5283333796377,8796.888335602247,-3232.0,2.160246899469287,-1482.9519614792507,74.21174386126066,3417.948913390647,-3605.0,0.0,0.3,0.2494,0.2494,0.10060000000000001,0.10060000000000001,1.3582292897202761,13,0.41316515856762304,0.20865201975544828,0.09578811079431164,1.1545391082763672
3,0.025335720680393914,0.07145549705630275,0.036105306813517105,-3286.5744455497834,113.48030735212305,5333.574445549783,-3322.0,2.8674417556808756,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2491,0.2491,0.1009,0.1009,1.3979409618451042,17,0.36776366376440656,0.2079475601598033,0.059073037138053265,1.7095346450805664
4,0.025335720680393914,0.05641355915246529,0.023236085902660863,-3286.5744455497834,113.48030735212305,5333.574445549783,-3322.0,2.8674417556808756,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2488,0.2488,0.10120000000000001,0.10120000000000001,1.4004295087031062,9,0.27915504638340044,0.1951278866653015,0.047938735886837426,2.2511372566223145
5,0.025335720680393914,0.046700636182576895,0.014617333035365328,-3286.5744455497834,113.48030735212305,5333.574445549783,-3322.0,2.8674417556808756,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2485,0.2485,0.1015,0.1015,1.4565482863437762,17,0.295356596782817,0.1915448885905819,0.04865831005374369,2.6997220516204834
6,0.018889883616830798,0.04140047181700602,0.012253408981354286,-4802.707007307135,143.69589377249224,6753.707007307135,-3394.0,2.0548046676563256,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2482,0.2482,0.1018,0.1018,1.4534069333836495,8,0.31188752332732333,0.19010807781236794,0.04517022150992422,3.1390836238861084
7,0.018889883616830798,0.0383499041046987,0.011222155888836951,-4802.707007307135,143.69589377249224,6753.707007307135,-3394.0,2.0548046676563256,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2479,0.2479,0.10210000000000001,0.10210000000000001,1.4334169067151594,18,0.33487265455683307,0.19820504990379817,0.0397981332039598,3.5709924697875977
8,0.017636526410026856,0.03618887619003093,0.01028926778239649,-4475.733984154096,138.16813009030645,6355.733984154096,-3408.0,0.816496580927726,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2476,0.2476,0.1024,0.1024,1.44584260878535,9,0.3638465308856479,0.2050720555869207,0.03856737060090789,4.009328603744507
9,0.017636526410026856,0.03501642035253286,0.011363715629390168,-4475.733984154096,138.16813009030645,6355.733984154096,-3408.0,0.816496580927726,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2473,0.2473,0.10270000000000001,0.10270000000000001,1.400891045972086,7,0.3857896385795253,0.21123995743656726,0.042962291629810155,4.430539608001709
10,0.017636526410026856,0.034206040010330424,0.013461094937969353,-4475.733984154096,138.16813009030645,6355.733984154096,-3408.0,0.816496580927726,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.247,0.247,0.10300000000000001,0.10300000000000001,1.4473067867750482,15,0.40127411167687266,0.21266655798651576,0.036908834158523314,4.857663154602051
11,0.014237369936287486,0.03408325363261344,0.012217330863668207,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2467,0.2467,0.1033,0.1033,1.48030975059966,8,0.4202936749225249,0.2153161772126241,0.034724831716042535,5.283079147338867
12,0.014237369936287486,0.033128277143938435,0.011603132944489905,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2464,0.2464,0.10360000000000001,0.10360000000000001,1.444757139313565,14,0.4345621718790442,0.22311611738989076,0.035719691198983015,5.689428329467773
13,0.014237369936287486,0.031950809792141724,0.009919569605606148,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.24609999999999999,0.24609999999999999,0.1039,0.1039,1.4917739215488972,12,0.43303292572088947,0.22541758238693627,0.03779149682595446,6.119081735610962
14,0.014237369936287486,0.03253964200749271,0.011906703544395906,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2458,0.2458,0.10420000000000001,0.10420000000000001,1.4619263171007135,16,0.45115069427479154,0.22882104725688884,0.03501415798091453,6.536049842834473
15,0.014237369936287486,0.03430905783018889,0.012376266830213718,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2455,0.2455,0.10450000000000001,0.10450000000000001,1.4589021971777263,12,0.4552228554797604,0.22656861415683843,0.03610504010630492,6.982414245605469
16,0.014237369936287486,0.032112258332910926,0.011634374827548652,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2452,0.2452,0.1048,0.1048,1.4896487824032232,12,0.4489175190962568,0.22616181541042207,0.033591059068072825,7.394791603088379
17,0.014237369936287486,0.03300901937150856,0.01259396600077686,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2449,0.2449,0.1051,0.1051,1.4757396285337907,12,0.46930944268898317,0.22721978943861815,0.034243452232460656,7.802296876907349
18,0.014237369936287486,0.03380323144185655,0.010976797087805391,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.24459999999999998,0.24459999999999998,0.1054,0.1054,1.4923486975000304,9,0.47215451007729564,0.22956859914885042,0.0354579817828496,8.224396705627441
19,0.014237369936287486,0.03571156855181933,0.013053317144798368,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2443,0.2443,0.1057,0.1057,1.442776627327177,18,0.47316163390842264,0.2313313972490261,0.029685402820655484,8.6274573802948
20,0.014237369936287486,0.03290191382064982,0.01135858970872073,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.244,0.244,0.106,0.106,1.440004161713042,15,0.48766184350986824,0.2337707701800088,0.030804167104704832,9.050546646118164
21,0.014237369936287486,0.0351469833304677,0.01509438244466486,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.2437,0.2437,0.10629999999999999,0.10629999999999999,1.4538133647310074,16,0.4717136152144414,0.23105462470697724,0.03609088333616231,9.477370500564575
22,0.014237369936287486,0.03449798731775336,0.010849517043741905,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.24339999999999998,0.24339999999999998,0.1066,0.1066,1.4564181618224277,7,0.4828196717091063,0.2305600025217413,0.03569666082969868,9.89112138748169
23,0.014237369936287486,0.03500270334105256,0.011875305537100526,-2926.8296487915204,107.74612838162547,4740.82964879152,-3451.0,2.160246899469287,-926.4838196638539,62.74964825356204,2861.875921522843,-3605.0,0.0,0.3,0.24309999999999998,0.24309999999999998,0.1069,0.1069,1.452512125899728,5,0.48103305769818633,0.23545803922276626,0.03808578173783957,10.299508094787598
