generation,best_fitness,avg_fitness,std_fitness,best_G,best_tct,best_Makespan,best_profit,best_imbalance,ideal_G,ideal_tct,ideal_Makespan,ideal_profit,ideal_imbalance,weight_G,weight_travel,weight_Makespan,weight_profit,weight_imbalance,hypervolume,pareto_front_size,genotypic_diversity,phenotypic_diversity,priority_diversity,elapsed_time_seconds
0,0.04314749311414148,0.14666755992323105,0.044655557580993356,-18982.825685062977,463.2405707791773,20845.825685062977,-3540.0,0.4714045207910317,-2643.79941122084,98.34284512695592,4818.79941122084,-3587.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9705686837562205,29,0.41406299819457,0.14460941303835473,0.16821326682489302,0.0
1,0.037527593818984545,0.10263078310457813,0.04736603701201655,-2513.2671875987135,97.7449388608416,4496.2671875987135,-3162.0,1.8856180831641267,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2497,0.2497,0.1003,0.1003,1.4322865739615052,13,0.4201482969884375,0.14460941303835473,0.16821326682489302,0.7215960025787354
2,0.03372517227401702,0.09127810263531366,0.050557825904815654,-2769.1713956736103,102.25896586539596,4806.17139567361,-3171.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2494,0.2494,0.10060000000000001,0.10060000000000001,1.347314025882057,16,0.48183935686762597,0.2113068169425411,0.09273003684560811,1.1357502937316895
3,0.02229428455614106,0.059339640686609865,0.03132657053476667,-4393.10675133516,135.0230573194825,6481.10675133516,-3312.0,1.247219128924647,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2491,0.2491,0.1009,0.1009,1.3592358488117267,16,0.35623991549759587,0.20285684103140245,0.05307292871453467,1.5820622444152832
4,0.02229428455614106,0.048570583567559514,0.019415178139684765,-4393.10675133516,135.0230573194825,6481.10675133516,-3312.0,1.247219128924647,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2488,0.2488,0.10120000000000001,0.10120000000000001,1.3877002319428975,9,0.25440100081207534,0.19148062812174926,0.047374604918825676,2.0373458862304688
5,0.02229428455614106,0.04157916306232748,0.011404204873092157,-4393.10675133516,135.0230573194825,6481.10675133516,-3312.0,1.247219128924647,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2485,0.2485,0.1015,0.1015,1.3881212115170696,14,0.2939226855391776,0.19199309661627334,0.0535972108812153,2.4796388149261475
6,0.02229428455614106,0.03797202451135584,0.010144494672236302,-4393.10675133516,135.0230573194825,6481.10675133516,-3312.0,1.247219128924647,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2482,0.2482,0.1018,0.1018,1.376730978812447,9,0.3244511070420236,0.20205294821082315,0.04401699682884192,2.910172462463379
7,0.02229428455614106,0.03785797819884944,0.010676561928331926,-4393.10675133516,135.0230573194825,6481.10675133516,-3312.0,1.247219128924647,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2479,0.2479,0.10210000000000001,0.10210000000000001,1.3645454034316673,14,0.37038863827371754,0.20560744541101852,0.04042316791253764,3.3394205570220947
8,0.02464531820024321,0.036907158926634105,0.011023937215985234,-3466.3142475312525,118.80698327847227,5346.3142475312525,-3283.0,3.39934634239519,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2476,0.2476,0.1024,0.1024,1.4205154811284868,11,0.396339423861442,0.21411727159131205,0.03900206805729426,3.796473264694214
9,0.02002432103769761,0.03470592439649467,0.011006788464339057,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2473,0.2473,0.10270000000000001,0.10270000000000001,1.4003489107220821,10,0.4137525387500821,0.21647892320501239,0.0360125031752394,4.3351476192474365
10,0.02002432103769761,0.03493104488284481,0.009009371109825444,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.247,0.247,0.10300000000000001,0.10300000000000001,1.4024210429857558,12,0.41719310067196813,0.21862971187989202,0.03822651086613217,4.753783464431763
11,0.02002432103769761,0.03290578785619857,0.011174541248812314,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2467,0.2467,0.1033,0.1033,1.3777893573443967,10,0.43888169361788526,0.2259936810314356,0.03462680398712654,5.1821300983428955
12,0.02002432103769761,0.0337082117938662,0.012283315339733437,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2464,0.2464,0.10360000000000001,0.10360000000000001,1.396702075070117,16,0.4472177901431754,0.22803921761728357,0.03744789504382271,5.58668851852417
13,0.02002432103769761,0.03446263649692514,0.011355205427495333,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.24609999999999999,0.24609999999999999,0.1039,0.1039,1.4029999344527677,16,0.4568529810689068,0.22947924527826696,0.038156329104159246,6.02600884437561
14,0.02002432103769761,0.031971146586576474,0.009884878053204113,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2458,0.2458,0.10420000000000001,0.10420000000000001,1.4060262262521104,19,0.4591281536717243,0.23064564277099647,0.039470799676239024,6.460743188858032
15,0.02002432103769761,0.03513010236835817,0.01096416152079367,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2455,0.2455,0.10450000000000001,0.10450000000000001,1.3994086498511284,17,0.46796246668905433,0.22956624009133025,0.034760638814778984,6.912250280380249
16,0.02002432103769761,0.037118653106130925,0.01700681609469866,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2452,0.2452,0.1048,0.1048,1.3856076659434697,12,0.4742898172141595,0.23068823524538007,0.0336435823578919,7.338029146194458
17,0.02002432103769761,0.0348112069669215,0.010487329714363012,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2449,0.2449,0.1051,0.1051,1.4159627692072632,19,0.47096767599939077,0.23407514853134637,0.03415175380696328,7.757754564285278
18,0.02002432103769761,0.036402956370440456,0.013151624312779563,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.24459999999999998,0.24459999999999998,0.1054,0.1054,1.3921626811487036,11,0.472910417647191,0.2351660159092288,0.037898391774608416,8.194464445114136
19,0.02002432103769761,0.036340206133918584,0.011412957621552085,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2443,0.2443,0.1057,0.1057,1.3896341315238654,17,0.47990259776294053,0.2364644923094144,0.03801073132410398,8.647617101669312
20,0.02002432103769761,0.036887676334570726,0.010368062382542556,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.244,0.244,0.106,0.106,1.377331289207662,13,0.474872765047437,0.23559718549624814,0.041427270527385776,9.089582443237305
21,0.02002432103769761,0.036476796420563874,0.012743141379676165,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2437,0.2437,0.10629999999999999,0.10629999999999999,1.3753635060687721,13,0.4953430832439707,0.24030524138105208,0.03426623287526736,9.499628067016602
22,0.02002432103769761,0.03721954790108768,0.011724341481416434,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.24339999999999998,0.24339999999999998,0.1066,0.1066,1.3498937789425693,10,0.49465184572358156,0.2404876316092143,0.03570598843996608,9.910132884979248
23,0.02002432103769761,0.035811360568012957,0.011198142776912133,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.24309999999999998,0.24309999999999998,0.1069,0.1069,1.3974992285472587,13,0.495312653903557,0.24151358429766617,0.036907178431829786,10.327885866165161
24,0.02002432103769761,0.03444449617650439,0.010832428752966347,-3704.834906506406,121.48522014458679,5466.834906506406,-3340.0,2.0548046676563256,-622.8812941278147,58.35781372577263,2100.8812941278147,-3587.0,0.0,0.3,0.2428,0.2428,0.1072,0.1072,1.4194710705154072,19,0.4833770414791125,0.24016885593646917,0.03915945718849326,10.751770496368408
